50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 13, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, White, Male, 40, United-States, <=50K
46, Private, 5th-6th, Divorced, Craft-repair, White, Female, 45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, Some-college, Divorced, Sales, White, Female, 40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White, Female, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, White, Female, 25, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, White, Female, 16, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, White, Female, 40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, White, Male, 50, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, White, Female, 35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, White, Male, 40, United-States, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, White, Female, 40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 55, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, White, Female, 40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, >50K
34, Private, Assoc-voc, Divorced, Tech-support, White, Female, 64, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Male, 40, Puerto-Rico, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 65, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 25, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Black, Female, 40, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
35, Private, 12th, Divorced, Craft-repair, White, Male, 50, United-States, >50K
52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male, 40, Mexico, <=50K
30, Private, 11th, Never-married, Other-service, White, Female, 19, United-States, <=50K
34, Local-gov, 11th, Separated, Machine-op-inspct, Black, Male, 40, United-States, <=50K
34, State-gov, HS-grad, Divorced, Transport-moving, White, Female, 40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, White, Male, 30, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, White, Male, 18, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, >50K
29, Private, HS-grad, Divorced, Farming-fishing, White, Male, 40, United-States, <=50K
33, Private, 10th, Never-married, Craft-repair, White, Female, 35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 60, United-States, <=50K
36, Federal-gov, Masters, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 72, Dominican-Republic, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, 25, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male, 40, Philippines, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
34, Local-gov, HS-grad, Never-married, Farming-fishing, Black, Male, 60, United-States, <=50K
34, Local-gov, Some-college, Never-married, Protective-serv, White, Female, 40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, 40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, White, Female, 28, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Armed-Forces, White, Male, 40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
27, Private, 9th, Never-married, Craft-repair, White, Male, 40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, White, Male, 35, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Black, Female, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, 40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, 40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Black, Male, 50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 60, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Farming-fishing, White, Male, 40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, 40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, <=50K
50, Private, 1st-4th, Married-spouse-absent, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, White, Female, 20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, 60, United-States, <=50K
52, Private, HS-grad, Divorced, Transport-moving, White, Male, 40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, White, Female, 16, United-States, >50K
60, Private, Some-college, Never-married, Prof-specialty, White, Male, 40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, White, Male, 60, United-States, <=50K
67, Private, Assoc-voc, Divorced, Other-service, White, Female, 24, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 30, United-States, <=50K
27, Private, 10th, Never-married, Other-service, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, White, Female, 35, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, 45, Portugal, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 20, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, White, Male, 20, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Female, 40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Black, Female, 20, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 45, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, 40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 60, United-States, >50K
40, Private, HS-grad, Never-married, Other-service, White, Female, 35, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Male, 40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, White, Female, 60, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, White, Female, 25, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, White, Male, 20, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, White, Female, 36, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Farming-fishing, White, Male, 40, Poland, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, White, Female, 42, France, <=50K
25, Private, Bachelors, Never-married, Sales, White, Female, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Black, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, White, Male, 8, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
47, Local-gov, HS-grad, Separated, Adm-clerical, Black, Female, 40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, White, Female, 40, United-States, <=50K
49, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, White, Male, 42, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, White, Male, 45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
28, Private, HS-grad, Divorced, Craft-repair, White, Male, 45, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female, 20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 80, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, White, Male, 58, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, White, Female, 40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
74, Private, Some-college, Divorced, Adm-clerical, White, Female, 9, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
44, Private, 11th, Divorced, Machine-op-inspct, Other, Female, 46, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male, 40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, 50, United-States, >50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 48, United-States, >50K
39, Local-gov, 12th, Married-civ-spouse, Tech-support, White, Male, 50, United-States, <=50K
57, Private, 1st-4th, Widowed, Priv-house-serv, Black, Female, 30, United-States, <=50K
29, Private, Assoc-voc, Separated, Craft-repair, White, Male, 40, United-States, <=50K
31, Self-emp-inc, Bachelors, Never-married, Farming-fishing, White, Female, 45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
29, Private, Doctorate, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, White, Female, 40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, White, Female, 45, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Other-service, White, Female, 8, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 36, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, White, Male, 50, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Separated, Other-service, White, Female, 40, United-States, <=50K
72, Private, 11th, Widowed, Adm-clerical, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female, 40, United-States, <=50K
33, Federal-gov, Assoc-voc, Divorced, Craft-repair, Black, Female, 40, United-States, >50K
69, Private, 11th, Never-married, Machine-op-inspct, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, White, Female, 32, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Other-service, White, Male, 40, Mexico, <=50K
28, Private, Bachelors, Never-married, Transport-moving, White, Male, 55, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 35, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Black, Female, 40, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, <=50K
45, Private, 7th-8th, Separated, Other-service, White, Female, 40, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Separated, Craft-repair, White, Male, 35, United-States, <=50K
47, Private, Masters, Divorced, Exec-managerial, White, Male, 42, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
17, Private, 11th, Never-married, Sales, White, Male, 12, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
27, Private, Doctorate, Never-married, Prof-specialty, White, Female, 70, United-States, <=50K
